CompN,EM,nuM,EF,nuF,Vf,E1,E2,E3,v12,v23,G12,G13,G23 
114,1.6803509166420243,0.3752722955709873,431.982375746109,0.1845183935130951,0.1207063417089231,53.63054985298,2.3829199439788,2.3867515576033,0.34718231455279,0.57382229770929,1.5697902413138,1.5744067349766,1.5180413591963
115,3.828605602013146,0.3807889599743566,876.5624797537167,0.247764451705192,0.1207690059282869,109.23910540577,5.4594919780346,5.4762003691071,0.36147562625877,0.58509824398275,3.562422904698,3.5870271763689,3.451946936933
116,3.3732750012047434,0.3947556536840156,362.02008870472514,0.2696866393266062,0.1208111259301621,46.710187177494,4.8517992401383,4.8620474305182,0.37707217539314,0.60682676948148,3.08217528013,3.106781699071,2.9947233024416
117,2.866969267657117,0.3669798131430427,915.0946525769538,0.2080468280020243,0.1210894196499704,113.33978487593,4.0285840008225,4.0425377583552,0.34359083643411,0.55534678218497,2.6847355299611,2.7053680066953,2.600805119456
118,4.525209410061347,0.3695874131462495,188.9945248523202,0.306887158017964,0.121283022950035,26.901138015885,6.1710046256932,6.1925167074083,0.36044508868791,0.52191183848277,4.1890332983553,4.2245021703473,4.0692597146752
119,2.333435043968249,0.3884938128272883,457.0558124213557,0.29714349652061,0.1216276318387138,57.643405439901,3.366895920437,3.3657223255198,0.37503981714666,0.60200750733006,2.1633155082262,2.1612613350553,2.0904759323399
120,3.282238525336927,0.3969530330836142,180.81833647758552,0.2706672463811385,0.1217051339960672,24.897638410349,4.6344813264334,4.6326159862104,0.37870710041708,0.59665804444827,3.0036376981777,2.9979360498779,2.9311600536563
121,2.732108880793118,0.3789401717324138,435.7378734091254,0.1890837531642496,0.1217125610769763,55.450760669887,3.9114949345934,3.8830182921209,0.34915995583362,0.57867194917327,2.5708602026214,2.5320280278627,2.4569330054241
122,4.057985474059237,0.3819148071127026,575.8783240818907,0.2688170428785797,0.121924184210956,73.785057990978,5.7705887606695,5.7844647215036,0.36544579525108,0.58175080976527,3.7615996800102,3.7863610566064,3.6557932830965
123,3.873469007999677,0.3834056044497514,473.942234382037,0.2135479426367854,0.1220039561165915,61.242170974781,5.5121262571398,5.5160178157309,0.35834362294326,0.58436903633477,3.5979495647509,3.6081323609732,3.4870306424374
124,1.6100411137120785,0.3606185338208944,487.0538124311533,0.3256317368663309,0.1221406562034922,60.902736311423,2.2582109200816,2.2490243859592,0.35511400362003,0.54202820906664,1.5311881871847,1.5182642950791,1.4700933972679
125,2.6066695387414107,0.3977800472136213,835.6349878949155,0.1734874549291646,0.122378486241654,104.57250169911,3.8018473084091,3.8099454867847,0.36575924137986,0.63250540038523,2.3940394433188,2.4083583636065,2.3345019547767
126,2.730922486589193,0.3658555962917652,671.8995027031335,0.251991195477572,0.1224834856503708,84.698819299151,3.8393599985122,3.8305809860774,0.34823491180534,0.55299833585829,2.5829370712057,2.5683378883425,2.4961356996675
127,1.5126410928362772,0.374152780826423,228.98875309313908,0.3497491304143238,0.1225402295081901,29.387769783673,2.157893994548,2.148613051819,0.37032377501311,0.56328319382637,1.4339013317048,1.4172092037248,1.3687973820842
